num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
2,Internet,RoundTrip,48,6,4,4,HKTPVG,United States,0,0,0,5.33,0
2,Internet,RoundTrip,66,4,12,4,HKTICN,South Korea,1,0,0,6.62,0
2,Internet,RoundTrip,224,6,17,7,DMKKIX,Thailand,1,1,0,7.0,0
2,Internet,RoundTrip,115,4,2,4,DPSICN,South Korea,1,0,1,6.62,1
1,Internet,RoundTrip,112,5,3,7,DMKKIX,Japan,1,1,1,7.0,0
1,Internet,RoundTrip,69,5,3,4,HKTSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,63,6,6,3,HKTSYD,Australia,0,1,0,8.58,0
4,Internet,RoundTrip,29,21,8,4,AKLTPE,Taiwan,1,0,0,4.67,0
2,Internet,RoundTrip,51,6,1,6,HKTHND,Japan,1,0,0,7.57,0
1,Internet,RoundTrip,33,3,14,3,BKIPER,Malaysia,1,0,0,5.62,0
2,Internet,RoundTrip,163,17,8,1,AKLKUL,Malaysia,1,0,1,8.83,1
1,Internet,RoundTrip,120,19,6,7,AKLKUL,Malaysia,0,0,1,8.83,1
1,Internet,RoundTrip,4,182,7,4,CGKKIX,Indonesia,1,0,1,7.0,0
2,Internet,RoundTrip,119,6,9,4,DPSICN,South Korea,0,0,0,6.62,0
2,Internet,RoundTrip,164,143,12,1,MELMYY,Malaysia,0,0,1,8.83,0
1,Internet,RoundTrip,28,17,3,3,CTSLGK,Japan,1,1,1,8.67,0
1,Internet,RoundTrip,224,39,8,5,DELMEL,India,0,0,1,8.83,0
1,Internet,RoundTrip,17,55,7,5,JHBKTM,Singapore,1,0,0,4.75,0
2,Internet,RoundTrip,46,5,6,4,PENTPE,Malaysia,0,0,1,4.67,0
1,Internet,RoundTrip,6,3,11,5,COKOOL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,45,61,9,7,PNHSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,30,84,7,1,PENPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,6,5,18,4,HYDPER,Australia,1,0,0,5.62,0
2,Internet,RoundTrip,304,5,0,7,ICNJHB,Malaysia,1,1,1,6.62,1
1,Internet,RoundTrip,32,24,15,4,CGKPEK,United States,1,0,0,6.42,0
2,Internet,RoundTrip,27,6,3,3,HNDPER,Australia,0,0,0,7.57,0
1,Internet,OneWay,5,4,8,3,KTMMEL,Australia,0,0,0,8.83,0
2,Internet,RoundTrip,102,58,3,3,PENPER,Australia,1,1,1,5.62,0
4,Internet,RoundTrip,18,18,5,5,MAAPER,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,53,21,7,1,MELMNL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,87,17,11,1,CMBMEL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,79,1,9,4,ICNSIN,South Korea,0,0,1,6.62,0
1,Internet,RoundTrip,15,4,15,3,AKLKUL,Malaysia,1,1,0,8.83,0
1,Internet,RoundTrip,21,67,2,1,COKSYD,Australia,1,0,1,8.58,0
1,Internet,OneWay,11,4,14,5,MELTPE,Australia,0,0,1,8.83,0
2,Internet,RoundTrip,91,17,11,3,KCHSYD,Australia,1,1,0,8.58,0
1,Internet,RoundTrip,18,24,3,1,CMBPER,Lebanon,0,0,0,5.62,0
2,Internet,RoundTrip,50,3,3,2,ICNSIN,South Korea,1,0,0,6.62,0
3,Internet,RoundTrip,22,5,11,6,HKTPEK,China,1,0,0,6.42,0
2,Internet,RoundTrip,178,6,9,1,PENTPE,Malaysia,1,0,0,4.67,0
1,Mobile,RoundTrip,57,32,6,6,IKASYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,45,6,8,5,AKLKUL,New Zealand,1,1,1,8.83,0
1,Internet,RoundTrip,13,63,13,1,ICNMAA,South Korea,1,0,1,6.62,0
1,Internet,RoundTrip,9,6,15,3,DPSXIY,China,0,0,0,5.0,0
7,Internet,RoundTrip,59,6,2,1,PEKPEN,Malaysia,1,0,0,6.42,0
3,Internet,RoundTrip,90,4,22,4,HKTOOL,Australia,0,0,0,8.83,0
3,Internet,RoundTrip,53,4,23,3,HNDPEN,Japan,1,0,0,7.57,0
1,Internet,RoundTrip,209,86,8,4,MAATPE,Taiwan,1,0,0,4.67,0
1,Mobile,RoundTrip,254,4,14,2,CTSDMK,Japan,1,1,1,8.67,0
2,Internet,RoundTrip,233,6,6,1,AKLKUL,Malaysia,1,1,1,8.83,1
1,Mobile,RoundTrip,109,5,5,7,ICNLGK,South Korea,1,0,0,6.62,0
2,Mobile,RoundTrip,187,23,1,7,DMKOOL,Australia,1,1,0,8.83,0
2,Internet,RoundTrip,124,5,2,4,KCHTPE,Taiwan,1,0,1,4.67,0
2,Internet,RoundTrip,61,4,5,2,HKTTPE,Taiwan,1,0,0,4.67,0
2,Internet,RoundTrip,11,4,5,7,AKLKUL,Malaysia,1,1,1,8.83,0
1,Internet,RoundTrip,3,5,6,2,PERSGN,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,39,17,2,6,ICNOOL,Australia,1,0,1,8.83,0
2,Internet,RoundTrip,15,6,10,3,MELPEN,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,80,5,12,7,AKLKUL,Malaysia,0,0,0,8.83,0
3,Internet,RoundTrip,71,17,11,3,CMBMEL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,4,6,11,1,CGKMEL,New Zealand,0,0,0,8.83,0
2,Internet,RoundTrip,118,18,2,2,AKLKUL,United States,1,0,0,8.83,0
2,Internet,RoundTrip,96,22,22,5,DMKPER,United Kingdom,1,1,1,5.62,0
2,Internet,RoundTrip,89,43,8,4,ICNMEL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,92,20,14,4,KTMMEL,Australia,1,0,0,8.83,0
1,Mobile,RoundTrip,0,5,7,3,ICNSYD,Australia,0,0,0,8.58,0
4,Internet,RoundTrip,208,6,14,6,JHBTPE,Malaysia,1,1,0,4.67,1
1,Internet,RoundTrip,211,3,12,4,KIXSIN,Singapore,1,0,0,7.0,1
1,Internet,RoundTrip,7,6,7,2,HKGPER,Australia,0,0,0,5.62,0
2,Internet,RoundTrip,1,2,5,2,ICNJHB,South Korea,1,0,0,6.62,0
2,Internet,RoundTrip,153,5,2,3,DPSICN,South Korea,1,0,0,6.62,0
1,Internet,RoundTrip,213,4,3,2,BKIPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,89,4,10,7,BTUPER,Taiwan,0,0,0,5.62,0
1,Mobile,RoundTrip,77,17,8,3,HKTMEL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,292,2,16,1,HNDPEN,Japan,0,0,0,7.57,0
1,Internet,RoundTrip,3,91,3,6,JHBKTM,Malaysia,0,0,0,4.75,0
4,Internet,RoundTrip,89,6,2,1,BKIICN,South Korea,1,1,0,6.62,1
1,Mobile,RoundTrip,24,45,23,6,MELPEN,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,128,4,14,1,DELSIN,India,0,0,0,5.52,0
1,Internet,RoundTrip,265,6,12,4,MELTPE,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,158,29,13,1,KNOMEL,Indonesia,1,1,1,8.83,0
1,Internet,RoundTrip,33,338,5,4,MELMNL,Australia,0,0,0,8.83,0
2,Internet,RoundTrip,20,5,6,1,CMBMEL,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,151,57,11,1,ICNMEL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,37,34,7,3,HGHTRZ,China,0,0,1,5.07,1
1,Internet,RoundTrip,1,6,6,1,COKPER,Australia,0,0,1,5.62,0
1,Internet,RoundTrip,83,28,11,1,CMBMEL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,18,21,17,5,DPSPVG,China,1,1,1,5.33,0
2,Internet,RoundTrip,166,4,18,6,DPSICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,7,3,6,3,KIXSUB,Japan,1,0,0,7.0,1
1,Internet,RoundTrip,50,24,14,5,COKMEL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,115,5,17,7,DELDPS,Spain,0,0,0,5.52,0
1,Internet,RoundTrip,23,87,11,6,DELMEL,India,0,0,0,8.83,0
1,Internet,RoundTrip,2,22,3,2,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,11,18,3,7,SYDTRZ,Australia,1,0,0,8.58,0
2,Internet,RoundTrip,328,20,20,7,SGNSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,240,5,9,1,ICNMEL,South Korea,1,0,0,8.83,0
1,Internet,RoundTrip,161,4,9,4,ICNSIN,South Korea,1,0,0,6.62,0
1,Internet,RoundTrip,44,5,11,5,ICNSIN,Australia,1,1,1,6.62,0
1,Internet,RoundTrip,114,3,13,1,MYYPER,Malaysia,0,0,0,5.62,0
3,Mobile,RoundTrip,79,6,11,2,DMKHND,Thailand,1,0,1,7.57,0
2,Mobile,RoundTrip,18,6,16,5,HKTKIX,Thailand,1,0,0,7.0,0
1,Internet,RoundTrip,28,24,1,2,HKGPER,Australia,0,0,0,5.62,0
1,Mobile,RoundTrip,10,6,11,4,DPSPVG,China,0,0,0,5.33,0
1,Internet,RoundTrip,28,18,6,1,DPSICN,South Korea,1,0,0,6.62,0
1,Internet,RoundTrip,53,47,3,1,PENTPE,Malaysia,1,0,1,4.67,1
1,Internet,RoundTrip,0,4,9,1,PERPVG,Australia,1,0,0,5.62,0
2,Internet,RoundTrip,218,3,13,3,ICNKBV,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,174,21,13,6,ICNOOL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,125,97,2,1,OOLPNH,Cambodia,1,1,1,8.83,0
2,Internet,RoundTrip,43,17,0,2,ICNSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,198,24,13,7,AKLKUL,Malaysia,1,0,0,8.83,1
1,Internet,RoundTrip,89,4,9,6,PENTPE,Taiwan,0,1,0,4.67,0
1,Internet,RoundTrip,13,37,3,4,MELSGN,Vietnam,1,0,0,8.83,0
2,Mobile,RoundTrip,19,4,14,2,ICNSIN,Singapore,1,0,1,6.62,0
1,Internet,RoundTrip,15,2,9,2,BDOKIX,Japan,1,1,1,7.0,1
1,Internet,RoundTrip,131,4,6,6,CGKHND,Japan,0,0,0,7.57,0
1,Internet,RoundTrip,207,43,22,3,OOLSGN,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,285,24,3,5,HKTSYD,Australia,1,1,0,8.58,0
1,Mobile,RoundTrip,60,22,6,7,CNXMEL,Australia,1,0,0,8.83,0
1,Mobile,RoundTrip,21,3,12,4,SBWTPE,Taiwan,1,1,1,4.67,0
1,Internet,RoundTrip,123,6,6,6,HKTPER,Australia,0,0,0,5.62,1
1,Internet,RoundTrip,9,2,10,1,HNDPEN,Malaysia,0,0,0,7.57,1
1,Mobile,RoundTrip,1,3,0,1,SYDSZX,Australia,0,0,1,8.58,0
2,Internet,RoundTrip,23,6,16,7,BKICTU,China,1,0,0,4.72,1
1,Internet,RoundTrip,23,5,3,3,PENTPE,Malaysia,1,1,0,4.67,0
2,Internet,RoundTrip,237,6,17,7,PENTPE,Malaysia,1,1,1,4.67,1
1,Internet,RoundTrip,55,35,8,7,SYDTWU,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,49,5,16,3,DMKTPE,Taiwan,0,0,0,4.67,0
1,Internet,RoundTrip,107,4,6,2,KNOPVG,Indonesia,1,1,1,5.33,0
2,Internet,RoundTrip,7,187,15,4,MAAPER,Australia,1,0,1,5.62,0
1,Internet,RoundTrip,44,26,1,4,HKGMEL,China,0,0,0,8.83,0
2,Internet,RoundTrip,49,48,12,1,ICNSYD,Australia,1,0,0,8.58,0
5,Internet,RoundTrip,23,3,10,3,DMKKIX,Thailand,1,0,0,7.0,0
1,Internet,RoundTrip,11,4,4,5,HGHKCH,Malaysia,0,0,1,5.07,0
1,Internet,RoundTrip,45,5,5,6,ICNPER,South Korea,0,0,1,6.62,0
2,Internet,RoundTrip,56,34,10,4,ICNSYD,South Korea,1,1,1,8.58,0
1,Internet,RoundTrip,25,26,11,6,SGNSYD,Australia,1,1,1,8.58,0
2,Internet,RoundTrip,3,6,11,5,DELKNO,India,1,0,0,5.52,0
2,Internet,RoundTrip,33,6,9,2,PEKPEN,Malaysia,1,0,1,6.42,0
2,Internet,RoundTrip,9,4,9,4,DMKPVG,Thailand,1,0,0,5.33,0
1,Internet,RoundTrip,5,6,17,1,HKTPER,Australia,1,1,1,5.62,0
3,Internet,RoundTrip,296,20,15,4,KIXPER,Australia,1,1,1,7.0,0
1,Internet,RoundTrip,86,22,12,6,DPSMEL,Hungary,1,1,1,8.83,0
2,Internet,RoundTrip,116,22,7,6,PNHSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,11,32,8,3,HKTSYD,Australia,1,0,0,8.58,0
8,Mobile,RoundTrip,299,6,22,5,CTUSRG,Indonesia,0,0,0,4.72,0
6,Internet,RoundTrip,219,17,17,4,AKLKUL,Malaysia,1,1,1,8.83,1
1,Internet,RoundTrip,34,63,20,1,CGKDEL,Indonesia,0,0,0,5.52,0
1,Internet,OneWay,23,22,12,6,MELPUS,Australia,1,1,1,8.83,0
2,Internet,RoundTrip,44,6,9,7,CTSSIN,Singapore,1,0,1,8.67,0
1,Internet,RoundTrip,78,4,23,7,DMKOOL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,81,28,11,2,CMBMEL,Australia,1,0,0,8.83,0
3,Mobile,RoundTrip,200,5,0,1,CTSDMK,Thailand,1,1,0,8.67,0
1,Internet,RoundTrip,14,5,5,2,KIXSIN,Singapore,0,0,0,7.0,0
1,Internet,RoundTrip,2,5,7,2,HNDSIN,Japan,1,0,0,7.57,0
1,Internet,RoundTrip,22,18,10,7,HKTSYD,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,96,23,0,6,CMBSYD,Australia,1,1,1,8.58,0
2,Internet,RoundTrip,42,23,14,1,KNOTPE,Taiwan,1,0,0,4.67,0
1,Internet,RoundTrip,50,5,11,2,PERPNH,Australia,1,1,1,5.62,0
2,Internet,RoundTrip,10,6,3,2,DPSXIY,China,1,1,0,5.0,1
1,Internet,RoundTrip,9,23,8,4,HKTOOL,Australia,0,0,0,8.83,0
2,Internet,RoundTrip,40,5,13,4,KIXPEN,Malaysia,1,0,0,7.0,1
1,Internet,RoundTrip,43,4,12,1,ICNSYD,South Korea,1,0,0,8.58,0
1,Internet,RoundTrip,16,165,15,2,KNOTPE,Taiwan,1,0,0,4.67,0
3,Internet,RoundTrip,152,4,16,4,DPSICN,South Korea,1,0,1,6.62,0
2,Internet,RoundTrip,57,5,12,2,KBRPVG,China,1,0,0,5.33,1
2,Internet,RoundTrip,3,5,7,4,COKPER,India,1,1,1,5.62,1
6,Mobile,RoundTrip,258,2,8,2,ICNSIN,South Korea,0,0,0,6.62,0
8,Internet,RoundTrip,23,71,0,4,MNLPER,Australia,1,0,1,5.62,0
2,Internet,RoundTrip,0,4,1,4,KBVPER,Australia,1,0,1,5.62,0
1,Internet,RoundTrip,18,21,5,4,CGKSYD,Australia,1,0,0,8.58,0
3,Mobile,RoundTrip,386,5,22,1,BKIPVG,Malaysia,0,0,0,5.33,0
2,Internet,RoundTrip,108,5,9,3,PENTPE,Malaysia,1,0,0,4.67,1
5,Internet,RoundTrip,145,6,11,5,HNDPEN,Malaysia,1,0,1,7.57,0
1,Internet,RoundTrip,72,6,11,4,ICNMEL,South Korea,1,0,0,8.83,0
2,Internet,RoundTrip,92,4,15,2,CMBHGH,China,1,0,0,5.07,0
1,Internet,RoundTrip,52,32,14,5,MELTPE,Australia,1,0,0,8.83,0
6,Internet,RoundTrip,131,4,6,3,CTSDPS,Japan,1,1,1,8.67,0
2,Internet,RoundTrip,19,6,2,7,CTSDPS,Japan,0,0,0,8.67,0
3,Internet,RoundTrip,305,18,9,2,AKLKUL,New Zealand,1,1,0,8.83,0
1,Internet,RoundTrip,414,72,10,3,PERSGN,Vietnam,1,0,0,5.62,1
1,Internet,RoundTrip,18,3,3,2,ICNPEN,Malaysia,0,0,0,6.62,1
1,Internet,RoundTrip,304,22,19,7,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,248,5,5,7,KCHPER,Australia,1,1,1,5.62,1
1,Internet,RoundTrip,9,70,8,6,KTMPEN,Malaysia,0,0,0,4.75,1
1,Internet,RoundTrip,46,20,17,4,DELMNL,Philippines,1,0,0,5.52,0
2,Internet,RoundTrip,56,6,10,3,AKLKUL,Malaysia,0,0,0,8.83,1
1,Internet,RoundTrip,29,4,0,1,BKIHND,Malaysia,1,1,1,7.57,0
2,Internet,RoundTrip,9,20,2,7,AKLKUL,Netherlands,1,0,1,8.83,0
1,Internet,RoundTrip,14,37,2,4,DACSYD,Australia,1,0,1,8.58,0
2,Internet,RoundTrip,8,4,9,2,ICNSIN,South Korea,1,0,0,6.62,0
4,Internet,RoundTrip,66,4,1,4,DPSPUS,South Korea,0,0,1,6.33,0
2,Internet,RoundTrip,39,5,3,3,AKLKUL,Malaysia,1,1,1,8.83,1
2,Internet,RoundTrip,105,32,14,6,HKTPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,93,60,7,4,HKTOOL,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,143,5,5,2,CANOOL,India,1,0,0,8.83,0
2,Internet,RoundTrip,252,6,13,2,HKTPEK,China,0,0,0,6.42,1
1,Internet,RoundTrip,240,5,4,4,KIXSIN,Singapore,0,0,1,7.0,0
1,Internet,RoundTrip,27,6,1,5,DMKPER,Australia,0,1,0,5.62,0
1,Internet,RoundTrip,268,6,14,6,AKLKUL,Malaysia,1,1,1,8.83,1
7,Internet,RoundTrip,108,4,13,5,ICNKBV,South Korea,1,1,1,6.62,0
1,Mobile,RoundTrip,240,33,10,6,PENTPE,Taiwan,1,0,0,4.67,0
1,Internet,RoundTrip,2,4,14,2,DMKSYD,Thailand,1,0,0,8.58,0
1,Internet,RoundTrip,12,5,20,5,HNDMAA,India,0,0,1,7.57,0
1,Internet,RoundTrip,173,29,7,6,MELSGN,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,71,18,6,7,MELSGN,Australia,1,0,0,8.83,0
1,Mobile,RoundTrip,142,116,11,5,MNLPER,Australia,1,1,1,5.62,0
2,Mobile,RoundTrip,41,83,5,2,BLRMEL,India,1,0,0,8.83,0
1,Internet,RoundTrip,113,67,11,3,ICNPEN,South Korea,1,0,1,6.62,1
1,Internet,RoundTrip,34,59,7,2,KNOSYD,Indonesia,1,0,1,8.58,0
1,Mobile,RoundTrip,0,6,1,2,MELPEN,Australia,0,0,0,8.83,0
2,Internet,RoundTrip,156,63,15,5,AKLKUL,Portugal,0,0,0,8.83,0
1,Internet,RoundTrip,88,71,13,3,MELSGN,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,23,5,12,1,KCHMEL,Malaysia,1,1,1,8.83,0
1,Mobile,RoundTrip,9,70,10,5,DELOOL,India,1,0,1,8.83,0
1,Internet,RoundTrip,9,5,11,2,PENTPE,Taiwan,0,0,0,4.67,0
2,Internet,RoundTrip,7,176,9,5,MAASYD,Australia,0,0,1,8.58,0
3,Internet,RoundTrip,50,5,9,1,CGKKIX,Indonesia,1,0,1,7.0,0
1,Internet,RoundTrip,62,2,11,6,PENTPE,Malaysia,1,1,1,4.67,0
1,Mobile,RoundTrip,4,4,1,3,CMBMEL,Australia,0,0,0,8.83,1
4,Internet,RoundTrip,346,5,22,7,DPSHND,Japan,1,0,1,7.57,0
4,Internet,RoundTrip,44,45,6,7,PERTPE,Australia,1,0,1,5.62,0
1,Internet,RoundTrip,98,4,10,5,COKSYD,Australia,0,0,0,8.58,1
3,Internet,RoundTrip,32,5,15,5,PEKTGG,China,0,0,0,6.42,0
1,Internet,RoundTrip,97,21,17,6,MELTPE,Taiwan,1,0,1,8.83,1
1,Mobile,RoundTrip,41,6,13,7,CTSDMK,Japan,1,1,1,8.67,0
1,Internet,RoundTrip,32,4,5,3,DMKPER,Thailand,1,0,0,5.62,1
1,Mobile,RoundTrip,22,17,0,4,PENSYD,Malaysia,0,1,0,8.58,0
1,Internet,RoundTrip,111,5,15,2,HKTTPE,Taiwan,1,0,1,4.67,0
1,Internet,RoundTrip,15,30,10,7,DELMNL,India,1,0,1,5.52,0
1,Internet,RoundTrip,221,46,5,2,ICNKBR,South Korea,1,0,1,6.62,0
2,Internet,RoundTrip,58,22,3,7,BLRPER,Australia,1,0,1,5.62,0
1,Internet,RoundTrip,37,29,14,5,DMKOOL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,65,2,3,4,ICNSIN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,232,35,3,4,SYDTRZ,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,43,3,4,3,BKIMEL,Malaysia,1,1,1,8.83,1
1,Internet,RoundTrip,1,39,6,5,AKLKUL,New Zealand,1,0,1,8.83,0
2,Internet,RoundTrip,63,6,6,3,HKTPEK,China,1,0,0,6.42,0
2,Internet,RoundTrip,297,6,0,7,CGKPEK,Indonesia,0,0,0,6.42,0
1,Internet,RoundTrip,5,4,6,7,DMKKIX,Thailand,1,0,0,7.0,0
1,Internet,RoundTrip,410,6,0,7,KIXPER,Japan,1,0,0,7.0,0
3,Internet,RoundTrip,191,30,12,1,CMBOOL,Australia,1,0,1,8.83,0
3,Mobile,RoundTrip,107,5,12,7,DPSPVG,China,1,0,1,5.33,0
1,Internet,RoundTrip,8,21,11,7,SGNSYD,Australia,1,0,0,8.58,1
6,Internet,RoundTrip,102,5,4,7,LGKTPE,Taiwan,1,0,1,4.67,0
1,Internet,RoundTrip,30,3,1,7,HNDTRZ,Japan,0,1,0,7.57,0
3,Internet,RoundTrip,90,4,1,5,CGKTPE,Indonesia,0,0,0,4.67,0
2,Mobile,RoundTrip,12,5,10,7,PEKRGN,Myanmar (Burma),0,0,0,6.42,0
1,Internet,RoundTrip,11,21,11,1,KNOSYD,Australia,1,1,1,8.58,0
2,Internet,RoundTrip,359,87,6,3,COKMEL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,1,19,6,5,BWNCKG,Brunei,1,0,0,4.83,0
2,Internet,RoundTrip,236,21,12,6,AKLKUL,Malaysia,1,0,0,8.83,0
1,Internet,RoundTrip,47,29,11,5,ICNOOL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,112,25,18,7,HNDPEN,Japan,0,0,0,7.57,0
1,Internet,RoundTrip,26,32,9,4,CMBOOL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,70,17,7,4,MELREP,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,253,6,14,2,KCHTPE,Malaysia,1,1,1,4.67,1
4,Internet,RoundTrip,193,6,1,7,DMKMEL,Australia,0,1,1,8.83,0
2,Internet,RoundTrip,32,3,14,7,HNDPEN,Japan,1,1,0,7.57,0
1,Mobile,RoundTrip,17,5,5,4,OOLSIN,Singapore,1,0,1,8.83,0
1,Internet,RoundTrip,8,2,13,6,CGKPEK,Indonesia,1,0,0,6.42,0
1,Internet,RoundTrip,10,4,1,4,CGKMEL,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,96,31,16,4,BLRPER,Australia,1,0,1,5.62,0
2,Internet,RoundTrip,408,5,11,1,DMKKIX,Thailand,1,0,0,7.0,0
3,Internet,RoundTrip,76,4,1,5,HKTKIX,Japan,1,0,1,7.0,0
1,Internet,RoundTrip,2,3,12,1,PERSGN,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,15,18,5,1,CEBSYD,New Zealand,0,0,0,8.58,0
1,Internet,RoundTrip,3,27,8,1,PVGSIN,Singapore,1,1,1,5.33,0
1,Internet,RoundTrip,20,36,4,4,OOLPNH,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,123,5,8,6,HNDPER,Japan,1,1,1,7.57,0
1,Internet,RoundTrip,41,37,5,4,AKLKUL,New Zealand,0,0,0,8.83,0
2,Internet,RoundTrip,120,17,6,3,MNLSYD,Australia,1,1,0,8.58,0
1,Internet,RoundTrip,56,24,5,1,KTMMFM,Macau,1,0,0,4.75,0
1,Internet,RoundTrip,1,17,21,2,CTUMEL,Australia,0,0,1,8.83,0
2,Internet,RoundTrip,43,6,12,7,KIXSGN,Japan,0,0,0,7.0,0
1,Internet,RoundTrip,45,20,12,3,DMKPER,Thailand,1,1,1,5.62,1
7,Internet,RoundTrip,23,26,6,2,CKGPEN,Malaysia,1,1,1,4.83,0
1,Internet,RoundTrip,28,47,10,2,HYDMEL,Australia,0,0,0,8.83,0
2,Internet,RoundTrip,14,24,9,5,PENPVG,Malaysia,0,0,1,5.33,0
1,Internet,RoundTrip,45,30,6,1,KCHOOL,Malaysia,1,0,0,8.83,0
1,Internet,RoundTrip,11,6,23,2,MRUSYD,Australia,1,1,1,8.58,0
2,Internet,RoundTrip,49,5,6,3,KBVPER,Australia,0,1,1,5.62,0
1,Internet,RoundTrip,58,6,13,1,ICNMEL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,238,21,7,1,HNDPEN,Japan,1,0,1,7.57,0
1,Internet,RoundTrip,251,5,3,5,ICNSIN,Singapore,0,0,1,6.62,0
2,Internet,RoundTrip,98,20,16,3,AKLKUL,Malaysia,1,0,0,8.83,0
1,Internet,RoundTrip,48,20,13,1,DMKSYD,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,60,83,7,3,AKLKUL,New Zealand,1,0,1,8.83,0
1,Internet,RoundTrip,352,22,5,7,AKLKUL,Malaysia,1,1,1,8.83,1
1,Mobile,RoundTrip,90,21,12,2,DACSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,15,59,6,1,KCHTPE,Taiwan,0,0,0,4.67,1
1,Internet,RoundTrip,18,85,12,4,CEBMEL,Philippines,1,0,0,8.83,0
1,Internet,RoundTrip,43,31,0,1,HKTOOL,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,4,6,13,1,DPSXIY,China,0,0,0,5.0,0
1,Internet,RoundTrip,62,84,8,2,ICNSIN,South Korea,1,0,0,6.62,0
1,Internet,RoundTrip,5,20,7,4,MNLSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,42,5,1,5,DMKICN,South Korea,1,0,0,6.62,0
1,Internet,RoundTrip,42,4,17,7,CMBOOL,Sri Lanka,1,1,0,8.83,0
1,Internet,RoundTrip,30,22,18,6,HNDPEN,Malaysia,1,0,1,7.57,1
1,Internet,RoundTrip,71,59,12,6,MELTPE,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,25,4,21,6,DELMNL,Oman,0,0,0,5.52,0
1,Internet,RoundTrip,87,40,6,1,CANPER,Australia,1,1,1,5.62,0
4,Internet,RoundTrip,44,20,12,1,BDOHGH,China,1,0,0,5.07,0
1,Internet,RoundTrip,6,29,23,4,HANOOL,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,11,4,4,1,PVGSUB,China,1,0,0,5.33,1
1,Internet,RoundTrip,45,3,14,2,PERPNH,Cambodia,0,0,0,5.62,0
2,Internet,RoundTrip,162,17,8,1,DELMEL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,40,6,2,1,CTULGK,China,1,0,0,4.72,1
1,Internet,RoundTrip,37,89,7,4,JHBKTM,Malaysia,1,0,0,4.75,0
1,Internet,RoundTrip,35,18,18,5,ICNSIN,Singapore,1,0,0,6.62,0
1,Internet,RoundTrip,16,70,7,1,PERTPE,Taiwan,1,0,0,5.62,0
1,Internet,RoundTrip,417,2,7,7,CMBKIX,Japan,0,0,0,7.0,0
